course,skills_taught,skills_in_market,score
444,"algorithm design, c programming, dynamic memory allocation, file handling, modular programming, monte carlo simulation, user interaction programming",,14.0
449,"algorithm design, algorithm implementation, algorithms, , computational thinking, data collection",,33.0
454,"data science, deep learning, linear models, machine learning, python, reinforcement learning, statistics",,69.0
455,", cloud systems, distributed algorithms, distributed computing, mapreduce, nosql",,50.0
459,"bayesian inference, bayesian networks, machine learning, markov networks, probabilistic graphical models, probabilistic modeling, statistical modeling",,28.0
460,"big data analysis, code optimization, highperformance computing, linux, machine learning, parallel programming",,63.0
461,"access control management, encryption principles, network security, risk management, system protection, threat detection, vulnerability assessment",,69.0
462,"algorithms, computer science fundamentals, data structures, debugging, objectoriented programming, procedural programming, python",,71.0
464,"datadriven problemsolving, decision analysis, graph theory, linear programming, mathematical modeling, optimization techniques, resource allocation modeling",,25.0
465,"cloud application development, cloud computing, cloud infrastructure management, cloud networking, cloud storage solutions, google cloud platform",,77.0
467,"c programming, conditional logic, data analysis, data representation, iteration, loops, statistical calculation",,28.0
468,"algorithm analysis, algorithms, computational theory, computer architecture, data structures, sorting",,46.0
469,"requirements engineering, system optimization, system verification, systems architecture, systems development life cycle, systems engineering, verification and validation",,60.0
470,"change control, requirements engineering, risk assessment, scope definition, systems engineering, technical program management",,45.0
471,"ai applications, ai business strategy, ai ethics, artificial intelligence fundamentals, deep learning concepts, machine learning concepts, neural network principles",,48.0
472,"design reviews, engineering management, functional analysis, requirements analysis, system design, systems engineering, trade studies",,38.0
473,"algorithm analysis, automation, c programming, file io, parallelization, pointer manipulation, simulation",,42.0
474,"abstraction, arrays, c programming, functions, problem decomposition, strings",,30.0
475,"enterprise search, information retrieval, ranking algorithms, search engine indexing, search quality evaluation, user intent analysis, web search technologies",,0.0
476,"algorithmic thinking, control flow, programming concepts, programming language fundamentals, variables, visual programming",,28.0
478,"requirements analysis, system architecture, system design, system integration, systems engineering, systems lifecycle modeling, verification and validation",,64.0
480,"data analysis, data visualization, machine learning, numpy, pandas, python, scikitlearn",,100.0
481,"arduino, arduino ide, c programming, debugging, embedded systems, hardware interfacing, physical computing",,41.0
483,"data analysis, data manipulation, data visualization, machine learning, pandas, python, scikitlearn",,85.0
485,"cloud computing, fpga programming, hardware acceleration, sdaccel, sequence alignment, smithwaterman algorithm",,16.0
486,"deep learning, machine learning, neural networks, pattern recognition, python, pytorch, tensorflow",,84.0
487,"algorithmic thinking, computational modeling, computational thinking, mathematical modeling, numerical methods, problem decomposition, simulation modeling",,12.0
488,"computational modeling, numerical methods, numerical simulation, optimization algorithms, python, scientific computing, uncertainty quantification",,39.0
490,"algorithmic analysis, algorithms, computational thinking, data analysis, data structures, python",,66.0
491,"augmented reality, big data, cloud computing, development planning, internet of things, mobile computing, technology research",,28.0
492,"edge detection, image processing, image segmentation, matlab, mri image analysis, region analysis, spatial filtering",,27.0
495,"complex systems analysis, computational modeling, cyberphysical systems modeling, digital network analysis, finite state machine design, physical process modeling, simulation techniques",,37.0
497,"economic network modeling, graph theory, information diffusion models, network formation models, network structure analysis, social network analysis",,14.0
498,"arm assembly programming, arm memory model, arm programmers model, armv8m architecture, embedded systems development, exception and interrupt handling, memory protection unit configuration",,23.0
499,"abstraction, algorithmic thinking, algorithms, computer programming fundamentals, data structures, logical thinking",,47.0
500,"highperformance data transfer, network programming, rdma connection management, rdma operations, rdma programming, remote direct memory access, servertoserver communication",,12.0
501,"automated reasoning, binary decision diagrams, computation tree logic, formal verification, state space analysis, symbolic model checking, transition systems",,0.0
502,"message passing interface, multithreading, openmp, parallel algorithm design, parallel programming, performance analysis of parallel systems, synchronization techniques",,14.0
505,"behavioral modeling, formal methods, formal verification, linear process modeling, model checking, protocol modeling, software modeling",,12.0
506,"distributed algorithms, formal methods, formal specification, model checking, process behavior modeling, protocol design and analysis, system property analysis",,24.0
507,"automated verification, embedded systems, fixedpoint logic, formal methods, formal requirements specification, modal logic, model checking",,12.0
509,"algorithms, artificial intelligence, big data, computational thinking, computer science fundamentals, programming",,66.0
510,"advanced loops, algorithmic thinking, clean coding, data science, python, web development",,63.0
511,"data science, defining functions, objectoriented programming, python, python data types, web application development",,65.0
512,"computer ethics, computer fundamentals, computer networking, internet technologies, office suite software, spreadsheet software, word processing",,26.0
513,"component styling, css, css keyframe animations, css layouts, css pseudoelements, css transitions",,30.0
516,"climate modeling, computational modeling, computational thinking, data analysis, data science, interactive programming, mathematical modeling",,40.0
517,"css, css animations, css layouts, html, responsive design, tailwind css",,80.0
518,"css, css animations, css gradients, css shadows, responsive web design, tailwind css, ui component design",,54.0
519,"algorithmic thinking, computational thinking, control flow, debugging, functions, python, variables and data types",,40.0
520,"css, css animations, flexbox, grid, html, responsive design, tailwind css",,56.0
521,"crossbrowser compatibility, css, css box model, css layout, css selectors, xhtml",,61.0
522,"css, css box model, css color systems, css selectors, text formatting, web typography, xhtml",,26.0
524,"computer vision, convolutional neural networks, deep learning, image processing, neural style transfer, residual networks, video processing",,54.0
526,"error analysis, machine learning project structuring, ml strategy, model debugging, model evaluation, model performance optimization",,30.0
527,"advanced probability, computational methods, data analysis, r programming, statistical modeling",,59.0
529,"automata theory, computability theory, computational complexity theory, contextfree grammars, finite automata, formal languages, turing machines",,0.0
532,"css, frontend development, html, html structure, javascript, web design",,93.0
533,"bootstrap, css, frontend development, html, responsive web design, user interface development",,98.0
535,"cloud computing, computer networking, network administration, network protocols, network services management, network troubleshooting",,79.0
536,"abstraction, algorithms, computational modeling, computational thinking, encapsulation, machine learning",,33.0
537,"artificial intelligence, chatgpt, generative ai, language models, natural language processing, prompt engineering",,98.0
538,"agile methodologies, software architecture, software design patterns, software development life cycle, software testing, system design, version control",,97.0
540,"digital accessibility, game mechanics design, gamification, inclusive design, user experience design, wcag standards",,54.0
543,"design patterns, objectoriented design, objectoriented programming, software architecture, system design, uml diagramming",,63.0
544,"abstract data types, data abstraction, decomposition, modular programming, objectoriented programming, software design, system design",,40.0
545,"binary number systems, computer architecture, computer networking fundamentals, computer systems organization, data representation, network protocols",,13.0
546,"constraint analysis, project classification, requirements analysis, stakeholder analysis, systems engineering, systems thinking, tradeoff analysis",,24.0
547,"blockchain technology, consensus algorithms, cryptography, distributed systems, game theory, network architecture, peertopeer networking",,26.0
548,"apache spark, big data analysis, data preparation, machine learning, machine learning modeling, scalable data processing",,76.0
551,"boosting, classification models, decision trees, loan default prediction, logistic regression, machine learning, sentiment analysis",,41.0
552,"amazon sagemaker, aws, deep learning, machine learning, mlops, model deployment, python, tensorflow",,98.0
554,"ai accountability, ai ethics, ai fairness, ai governance, ai safety, ai transparency, responsible ai",,12.0
555,"algorithmic thinking, computational modeling, control flow, data structures, javascript programming, objectoriented programming, simulation development",,54.0
556,"chain rule, gradients, multivariate calculus, neural networks, optimization techniques, regression, taylor series",,39.0
557,"artificial life, cellular automata, computational modeling, evolutionary algorithms, lenia, pattern recognition, simulation modeling",,12.0
558,"cache design, computer architecture, domainspecific architectures, instruction set architecture, memory hierarchy, pipelining, processor design",,24.0
559,"cache access, computer architecture, cpu caches, memory hierarchy, mill architecture",,16.0
560,"c++, compiler optimization, cpu architecture, memory hierarchy optimization, parallel programming, performance profiling, simd programming",,26.0
561,"formal methods, hoare logic, loop invariants, precondition and postcondition analysis, program specification, program verification, proof of correctness",,12.0
564,"combinatorial optimization, constraint modeling, constraint programming, routing problems, scheduling problems, solver implementation",,15.0
570,"chainofthought prompting, fewshot prompting, large language models, llm api integration, prompt engineering, retrievalaugmented generation, zeroshot prompting",,42.0
572,"information retrieval, natural language processing, search engine technologies, text data analysis, text mining, vector space models",,16.0
573,"3d modeling, algorithmic design, computational geometry, digital drawing, python, rhinoscript, scripting for 3d applications",,27.0
721,"browser compatibility, css, css contain, css counters, css filters, css inset, css isolation",,26.0
574,"algorithmic thinking, data structures, game development, mobile development, software engineering, web development",,83.0
575,"computer hardware fundamentals, computer networking, data representation, information security principles, operating systems concepts, programming fundamentals",,69.0
578,"constraint programming, discrete optimization, heuristics, integer programming, local search, optimization algorithms, search algorithms",,37.0
583,"algorithmic complexity, concurrency, memory management, performance optimization, problem modeling, python, python decorators, python generators",,36.0
587,"ai ethics, ai regulation, computational theory, history of artificial intelligence, large language models, principles of artificial intelligence, turing machines",,13.0
588,"bootstrap, crossplatform design, css3, fluid design, media queries, mobilefirst design, responsive web development, wireframing",,59.0
593,"3d model analysis, 3d model generation, 3d model visualization, generative modeling, möbius modeller, performative modeling, procedural modeling, spatial data manipulation",,10.0
594,"cpu microarchitecture, digital circuit design, hardware description language, logic simulation, open source eda tools, registertransfer level design, riscv instruction set architecture",,0.0
598,"arm architecture, computer architecture, instruction set architecture, microprocessor architecture, pipelining, processor simulation, superscalar processors",,24.0
601,"computer architecture principles, embedded systems concepts, instruction set design, processor privilege levels, riscv instruction set architecture, riscv isa extensions, riscv specifications",,10.0
602,"data analysis, machine learning, numpy, pandas, python, scikitlearn, statistical analysis",,100.0
605,"combinational logic design, computer architecture, digital design, multicycle processor design, pipelined processor design, singlecycle processor design, synchronous sequential logic",,11.0
606,"cache coherence protocols, computer architecture, energyefficient computing, multicore processor design, parallel computing, performance analysis, poweraware design",,11.0
607,"computer architecture, energyefficient computing, instruction set architecture, memory hierarchy, performance analysis, pipelining, processor design",,24.0
608,"asymmetric cryptography, cryptographic techniques, decryption, digital signatures, encryption, hashing algorithms, secure communication protocols, symmetric cryptography",,12.0
612,"cache memory design, computer architecture, instruction set architecture, microprocessor design, parallelism, pipelining",,28.0
613,"computer architecture, fpga programming, hardware description languages, hardware simulation, riscv architecture, systemonchip design",,13.0
614,"boolean algebra, circuit simulation, combinational circuits, digital logic, hardware implementation, number systems, sequential circuits",,0.0
616,"computer vision, image classification, matlab, medical imaging, motion tracking, object detection",,31.0
617,"code generation, compiler design, compiler optimization, intermediate representation, lexical analysis, parsing, riscv architecture",,12.0
619,"blockchain technology, decentralized identifiers, digital wallets, distributed ledger technology, publickey cryptography, selfsovereign identity, verifiable credentials",,12.0
620,"data analysis, data visualization, database management, formula creation, presentation software, spreadsheets, word processing",,55.0
625,"binary data representation, binary logic, boolean algebra, computer architecture, digital circuit design, logic gates, lowlevel data processing",,11.0
637,"ai ethics, ai safety, algorithmic fairness, algorithmic transparency, bias detection in ai, model interpretability, responsible ai development",,24.0
653,"hardwaresoftware interface, kernel design, memory management, operating system internals, privilege separation, system calls, x8664 architecture",,14.0
662,"cryptography, data structures and algorithms, digital forensics, incident response, network security, penetration testing, threat modeling",,41.0
663,"algorithmic thinking, data analysis, data relationships, database development, normalization, search optimization, sql",,40.0
665,"applied cryptography, cryptographic random number generation, digital certificates, pseudorandom number generation, public key infrastructure, randomness testing, vulnerability analysis",,11.0
666,"algorithmic fairness, bias detection in machine learning, data anonymization techniques, data privacy, differential privacy, machine learning",,16.0
667,"affordances and signifiers, direct manipulation, feedback cycles, humancomputer interaction, interaction design principles, usability analysis, user interface design",,13.0
668,"coding fundamentals, computer hardware, computer science fundamentals, digital media concepts, internet fundamentals, software concepts",,30.0
669,"applied machine learning, clustering, machine learning, model evaluation, predictive modeling, python, scikitlearn",,68.0
670,"instruction set architecture, mips architecture, multithreading, processor architecture, simd, virtualization",,44.0
671,"authentication systems design, cuepinselect algorithm, humancomputer interaction for security, information security principles, passphrasebased authentication, password security, usable security",,11.0
672,"ai hardware acceleration, computational memory, inmemory computing, inmemory data processing, memorycentric computing architectures, neuromorphic computing, resistive memory devices",,0.0
673,"3d ic integration, architectural simulation, computer architecture, emerging memory technologies, moores law, performance scaling analysis",,13.0
674,"3d xpoint, nvme, persistent memory, platformlevel storage optimization, storage latency reduction, storage media architecture, storage technology analysis",,0.0
675,"computational performance analysis, computer architecture, energyefficient computing, processor design, rex neo architecture",,16.0
676,"cache coherence, computer architecture, concurrency control, dependency analysis, parallelism, systems programming",,13.0
677,"cpu design, cpu pipeline design, dynamic code optimization, nvidia denver architecture, performance analysis, processor architecture",,12.0
678,"algorithm design, computational problemsolving, computer science theory, programming, software development, system design",,47.0
679,"assembly language concepts, computer architecture, instruction set architecture design, opensource hardware, processor design principles, risc design principles, riscv instruction set architecture",,11.0
680,"computer architecture, cpu design, cpu performance analysis, mill cpu architecture, outoforder execution, singlethread performance, superscalar architectures",,11.0
681,"computer science, data abstraction, distributed systems, fault tolerance, programming languages, software engineering, system design",,38.0
682,"digital image analysis, image enhancement, image processing, image segmentation, matlab, satellite imagery analysis",,32.0
683,"analogdigital signal conversion, arduino libraries, arduino programming, c++, hardware prototyping, internet of things, sensor and actuator interfacing",,27.0
686,"algoritmi di ia, analisi dati, analisi scientifica, etica dellia, intelligenza artificiale, machine learning, valutazione di modelli ia",,14.0
688,"base conversion algorithms, binary arithmetic, binary to decimal conversion, bitwise operations, data representation, decimal to binary conversion, number system conversions",,0.0
689,"7segment display control, binarytodecimal conversion, boolean algebra, digital logic design, digital number representation, double dabble algorithm",,0.0
690,"css, css box model, css layout, css selectors, css typography, html, web styling",,63.0
692,"context window management, fewshot prompting, gpt3 api, large language models, model parameter tuning, prompt engineering, retrievalaugmented generation",,42.0
694,"cognitive computing, energyefficient computing, hardware optimization, resilient system design, sensor fusion, swarm intelligence",,0.0
695,"algorithmic governance, computational ecosystem modeling, model validation, simulation, systems architecture, systems integration",,61.0
697,"aiassisted translation, automated text generation, chatgpt, code generation, generative ai, large language models, prompt engineering",,56.0
698,"algorithmic thinking, algorithms, computational principles, data structures, python, recursion",,50.0
699,"algorithm analysis, algorithm implementation, data analysis, graph algorithms, graph theory, python, time complexity analysis",,40.0
700,"bash scripting, commandline data processing, commandline tools, devops automation, process management, text processing, unix shell",,38.0
701,"computer hardware, computer networking, computer science fundamentals, cybersecurity principles, programming fundamentals, web development fundamentals",,75.0
702,"algorithmic fairness, automata theory, complexity theory, computability theory, computational complexity analysis, formal languages, turing machines",,0.0
704,"automata theory, complexity theory, computability theory, computational theory, npcompleteness, turing machines, undecidability",,0.0
705,"control systems theory, electronic circuit analysis, git, linear systems analysis, python, signal processing, software engineering",,55.0
707,"candidate generation, feature engineering, machine learning, model ensembling, python, recommendation systems, reranking",,55.0
708,"fractal generation, generative art, genetic algorithms, javascript, natural systems simulation, p5.js, physics simulation",,38.0
709,"algorithms, computational thinking, computer science fundamentals, data structures, problemsolving, programming fundamentals",,64.0
710,"deep learning, hyperparameter tuning, neural networks, optimization, regularization, tensorflow",,64.0
711,"agile methodologies, extreme programming, pair programming, scrum, software development life cycle, testdriven development, user story creation",,56.0
712,"language modeling, long shortterm memory, machine translation, natural language processing, recurrent neural networks, sequence models, speech recognition, transformers",,22.0
714,"disk partitioning, file system management, linux administration, process control, remote access management, software installation, user permission management, windows administration",,47.0
715,"algorithmic thinking, data modeling, graph algorithms, graph data structures, graph theory, problem modeling",,44.0
720,"approximate nearest neighbor search, data preprocessing, locality sensitive hashing, minhashing, python, shingling, similarity search",,28.0
722,"has pseudoclass, advanced css selectors, advanced form styling, conditional styling, css, css theming, styling interactive components",,26.0
723,"css, css architecture, css custom properties, open props, responsive design, web typography",,47.0
724,"cascade layers, container queries, css, css color functions, css layout, css selectors",,44.0
725,"css, css animations, css pseudoclasses, css pseudoelements, css transforms, css transitions, html",,28.0
726,"css, css animations, css custom properties, css flexbox, css grid layout, css transitions, responsive web design",,28.0
727,"css, css box model, css font sizing, css layout, css positioning, css units, responsive design principles",,40.0
728,"css, css animations, css layout, css styling, html, responsive web design, user interface development",,82.0
729,"color management, css, css animations, css gradients, css masks, css open props, design systems, ui development",,24.0
730,"css, css color properties, css font properties, css text decoration, css text properties, css typography, letterspacing property, lineheight property",,12.0
731,"css, css animations, css scrolldriven animations, css stacking contexts, html, parallax effect implementation",,33.0
732,"css, css aspectratio, css container queries, css grid layout, css logical properties, css subgrid, flexbox, responsive web design",,24.0
733,"digital image processing, image compression, image enhancement, image recovery, image segmentation, python, video processing",,51.0
737,"bioinformatics, clinical trial data analysis, genomic data analysis, machine learning, predictive modeling, python, statistical modeling",,42.0
740,"requirements engineering, software architecture, software design, software development life cycle, software quality assurance, software testing",,94.0
745,"algorithmic design, computational thinking, control flow, data structures, debugging, problem decomposition, python",,42.0
746,"api integration, generative ai application development, google ai apis, large language models, prompt tuning, vertex ai",,59.0
755,"css, database integration, dynamic web development, html, php, requestresponse cycle, web application structure",,80.0
786,", cloud systems, distributed computing, mapreduce, nosql, scalability",,64.0
816,"data preprocessing, machine learning, model training, neural networks, python, pytorch, supervised learning",,82.0
817,"cryptanalysis, cryptographic algorithms, cryptography, decryption, encryption, publickey cryptography, symmetrickey cryptography",,14.0
825,"content management systems, domain setup, mobile optimization, social media integration, website layout design, wordpress, wordpress plugin management",,28.0
826,"debugging, gpio programming, hardware interfacing, iot development, linux, python, raspberry pi",,55.0
830,"bash scripting, cloud computing, command line interface, git, unix tools, version control",,80.0
834,"algorithm analysis, complexity theory, formal proof techniques, latex, research methods in computer science, theoretical computer science",,0.0
835,"control flow, data types, functions, inputoutput operations, operators, python, variables",,26.0
836,"computational materials science, computational modeling, computer simulation, highperformance computing, molecular dynamics, parallel computing, scientific computing",,12.0
837,"computer vision, convolutional neural networks, data augmentation, data preprocessing, keras, python, tensorflow",,71.0
838,"database migration, highavailability systems, legacy system modernization, observability and monitoring, software migration strategies, system architecture refactoring, zerodowntime deployment",,12.0
839,"actor model, concurrent programming, distributed systems, erlang, faulttolerant systems, otp, system design",,11.0
840,"a search algorithm, combinatorial optimization, computational complexity analysis, graph traversal algorithms, heuristic function design, pathfinding algorithms, statespace search",,0.0
841,"data analysis, data extraction, data visualization, data wrangling, machine learning, model training, statistical analysis",,71.0
843,"creative development workflows, critical game analysis, game art principles, game design theory, ludology, narrative design",,0.0
845,"algorithmic complexity, data structures, graph algorithms, graph traversal, search algorithms, social network analysis",,44.0
847,"algorithm implementation, algorithmic abstraction, algorithmic problemsolving, data structures, python, search algorithms, statespace search",,40.0
848,"algorithm analysis, algorithm design, algorithm implementation, data analysis, divideandconquer algorithms, dynamic programming, python",,28.0
849,"cloud computing concepts, container orchestration, containerization, continuous integrationcontinuous deployment, devops methodologies, git, infrastructure as code",,81.0
850,"3d animation, 3d lighting and shading, 3d mesh manipulation, geometric transformations, javascript, three.js, webgl",,53.0
852,"graph algorithms, graph theory, graph traversal, minimum spanning tree algorithms, network analysis, shortest path algorithms, social network analysis",,26.0
855,"container orchestration, containerization, docker, google kubernetes engine, kubernetes, microservices, yaml",,82.0
856,"ab testing, conversion rate optimization, data interpretation, experimental design, hypothesis testing, statistical analysis, statistical significance",,41.0
863,"clustering algorithms, dynamic programming, greedy algorithms, huffman codes, knapsack problem, minimum spanning trees, sequence alignment",,0.0
865,"c programming, classes, data structures, development environment setup, memory management, objectoriented programming, software engineering",,71.0
866,"generative ai application development, generative ai concepts, google cloud generative ai tools, large language models, machine learning concepts, prompt engineering",,75.0
867,"burrowswheeler transform, genomic sequence analysis, information retrieval, pattern matching, suffix trees, text processing algorithms, trie data structures",,0.0
869,"automatic annotation, corpus creation, text analysis, text annotation, text digitization, xml",,16.0
870,"algorithm implementation, image enhancement, image filtering, image processing, image restoration, image segmentation, python",,42.0
904,"artificial intelligence, automated planning, classical search algorithms, logicbased reasoning, machine learning, probability theory",,50.0
905,"ai algorithms, machine learning, portfolio management, python, quantitative analysis, trading signal generation",,48.0
907,"algorithm analysis, big o notation, computational complexity theory, npcompleteness, polynomialtime reduction, time complexity analysis, tractability analysis",,0.0
908,"binary representation, computer organization, cybersecurity fundamentals, number base conversion, number systems, operating system fundamentals",,14.0
909,"api integration, image manipulation, optical character recognition, python, software engineering principles",,75.0
911,"analog circuit design, circuit simulation, electronic filter design, integrated circuit design, operational amplifier design, semiconductor device physics, vlsi design",,11.0
913,"ai algorithms, artificial intelligence, computer vision, machine learning, natural language processing, reinforcement learning, speech recognition",,82.0
914,"clientserver model, css, html, http protocol, javascript, web application architecture, web server fundamentals",,57.0
915,"control and data plane separation, network automation, network programmability, openflow protocol, sdn architecture, sdn controllers, software defined networking",,11.0
918,"ai agent development, automated reasoning, cognitive modeling, expert systems, knowledge representation and reasoning, knowledgebased artificial intelligence, symbolic ai",,13.0
920,"computer vision, deep learning, image recognition, machine learning, natural language processing, python, pytorch",,85.0
921,"classification algorithms, financial data analysis, machine learning, pandas, predictive modeling, python, scikitlearn, supervised learning",,61.0
922,"actuator control, api integration, gpio programming, network programming, raspberry pi, sensor interfacing, socket programming",,14.0
923,"algorithm analysis, algorithmic efficiency, asymptotic analysis, big o notation, runtime analysis, time complexity analysis, worstcase analysis",,0.0
924,"cardinality, countability, diagonalization, infinite sets, set theory, theoretical computer science",,0.0
925,"computational theory, formal definitions, formal language theory, interpreter design, theoretical computer science, tm subroutine design, turing machine programming",,0.0
926,"binary trees, computability theory, formal deductive systems, formal proof techniques, logical equivalence, propositional logic",,0.0
927,"deterministic finite automata, finite automata theory, formal language theory, nondeterministic finite automata, regular expressions, regular languages, theory of computation",,0.0
928,"automata theory, churchturing thesis, computability theory, formal languages, halting problem, turing machines, undecidable problems",,0.0
929,"formal logic, mathematical proofs, mathematical reasoning, proof by contradiction, proof by induction, proof construction techniques, set theory",,11.0
930,"blockchain technology, consensus algorithms, cryptography, distributed ledger technology, distributed systems, peertopeer networking, theoretical computer science",,12.0
931,"combinatorial optimization, complex systems analysis, computational complexity theory, information theory, phase transitions, statistical mechanics, thermodynamic modeling",,0.0
932,"blockchain technology, cryptography, multiparty computation, pseudorandomness, secure computation, theoretical computer science",,14.0
933,"computational type theory, group theory, homotopy theory, homotopy type theory, martinlöf type theory, univalence",,0.0
934,"algorithmic design, algorithms, big o notation, complexity analysis, data structures, recursion",,33.0
935,"algorithm design, complexity analysis, data structures, software architecture, software design patterns, system design",,63.0
936,"algorithm design, cryptography concepts, data structures, frontend development, git, javascript",,66.0
937,"algorithm analysis, algorithmic thinking, optimization algorithms, search algorithms, sorting algorithms, time complexity",,29.0
938,"automata theory, computability theory, computational complexity theory, formal languages, theoretical computer science",,0.0
939,"algebra, combinatorics, discrete mathematics, graph theory, logic and proofs, number theory, set theory",,0.0
940,"algorithm implementation, approximate inference algorithms, conditional probability queries, exact inference algorithms, graphical models, map inference, probabilistic inference",,0.0
941,"ehremr systems support, hardware troubleshooting, help desk ticketing systems, hipaa compliance principles, it support fundamentals, network diagnostics, software troubleshooting",,41.0
944,"algorithmic analysis, bellmanford algorithm, computational complexity theory, floydwarshall algorithm, graph algorithms, heuristic algorithms, npcompleteness",,11.0
948,"computer vision, kalman filters, lidar data processing, object tracking, perception pipeline development, radar data processing, sensor fusion",,14.0
949,"file permissions management, linux, linux commandline interface, linux file system management, linux system administration, shell scripting, user account management",,41.0
951,"application federation, cloud infrastructure design, cloud networking, data transfer optimization, global network architecture, lowlatency network design, wan optimization",,36.0
953,"device connectivity, dragonboard 410c, embedded systems development, hardware prototyping, internet of things, mobile application development, sensor integration",,39.0
954,"dimensionality reduction, inner products, linear algebra, orthogonal projections, principal component analysis, statistics",,0.0
955,"chainofthought prompting, chatgpt, context engineering, fewshot prompting, large language models, prompt engineering, zeroshot prompting",,53.0
957,"algorithm development, applied ai, artificial intelligence, deep learning, machine learning, nocode development",,80.0
958,"aidriven task automation, automated reporting, chatgpt, generative ai, large language model application, prompt engineering",,78.0
959,"css, html, static web page development, web hosting, web page structure, website deployment",,59.0
960,", c++, embedded system design, embedded systems testing, firmware development, hardware interfacing, microcontroller programming",,28.0
966,"data structure algorithms, data structure implementation, hashmaps, heap data structures, java, nonlinear data structures, skiplists, tree data structures",,33.0
967,"functional programming, language design principles, ml, racket, ruby",,38.0
968,"incident response planning, intrusion detection, log analysis, network auditing, network forensics, network security, vulnerability assessment",,66.0
969,"autonomous vehicle navigation, carla simulator, control systems, path planning algorithms, python, robotics software development, simulation",,42.0
973,"algorithmic design, approximation algorithms, computational complexity theory, nphard problem analysis, performance analysis of algorithms, traveling salesperson problem, vertex cover problem",,0.0
974,"fourier analysis, functional analysis, hypercontractivity, mathematical analysis, probability theory, proof techniques, theoretical computer science",,14.0
975,"algorithmic complexity analysis, algorithms, data structures, database design, objectoriented programming, ruby, ruby on rails, sql",,86.0
976,"arangodb, cassandra, cockroachdb, consensus algorithms, distributed data stores, distributed transactions, query optimization, rethinkdb",,12.0
977,"collaborative problemsolving, interdisciplinary research, participatory methods, qualitative analysis, stakeholder engagement, systems analysis, usercentered design",,24.0
978,"azure, azure computer vision, data acquisition, data storage, natural language processing, optical character recognition, visual studio code",,68.0
979,"algorithm analysis, computational complexity theory, cryptography, obfuscation, secure computation, theoretical computer science",,0.0
980,"algorithm design and analysis, game theory, network coordination games, online computation, prophet inequalities, scheduling algorithms, theoretical computer science",,12.0
981,"algorithm design, coding theory, communication protocols, cryptography, faulttolerant algorithms, secure computation, theoretical computer science",,0.0
982,"agreement expansion, distribution testing, influence maximization, neural networks, probability distribution learning, random object sampling, theoretical computer science",,12.0
983,"analysis of random strings, computational complexity theory, computational hardness, decision tree complexity, pseudorandomness, theoretical computer science",,0.0
984,"artificial intelligence, cognitive modeling, computational neuroscience, models of computation, theoretical computer science, theory of computation, turing machines",,14.0
985,"compiler design, compiler internals, compiler techniques, intermediate representation, software engineering practices, wolfram compiler, wolfram language",,11.0
986,"event ordering in distributed systems, handling clock skew, logical clocks, system clock management, time synchronization protocols, timestamping, vector clocks",,0.0
988,"automata theory, churchturing thesis, complexity theory, computability theory, formal language theory, the halting problem, turing machines",,0.0
989,"algorithmic modeling, computer science research methods, data analysis, information diffusion models, network theory, simulation techniques, social network analysis",,26.0
990,"algorithm design and analysis, computational geometry, geometric algorithms, mathematical modeling, pattern matching, spatial data structures, string algorithms",,11.0
991,"algorithm design, computational complexity analysis, eigenvalue analysis, matrix decomposition, numerical linear algebra, scientific computing, singular value decomposition",,0.0
992,"advanced matrix methods, algorithm design, algorithmic analysis, eigenvalue analysis, matrix decomposition, numerical linear algebra, scientific computing",,0.0
993,"binary representation of data, color space conversion, computational color science, digital color theory, hexadecimal color codes, rgb color model",,0.0
994,", computer vision, image processing, optical character recognition, tesseract, text extraction from images",,65.0
995,"churchturing thesis, computability theory, computational complexity theory, decidability and undecidability, formal languages and automata theory, the halting problem, turing machines",,0.0
996,"data analysis, machine learning, neural networks, neuromorphic algorithm design, neuromorphic computing, python, spiking neural networks",,55.0
997,"algorithm analysis, combinatorics, expander graphs, highdimensional expanders, pure mathematics, spectral graph theory, theoretical computer science",,0.0
998,"3d animation, 3d modeling, computer graphics, gui development, interactive application development, realtime rendering, shading",,37.0
1020,"ai model evaluation, ai strategy implementation, artificial intelligence, machine learning, machine learning frameworks, python",,50.0
1021,"analysis of healthcare data, machine learning fundamentals, machine learning problem framing, ml model development, ml model implementation, model evaluation metrics",,13.0
